	type	p	R_naught	infectious_period	incubation_time
8	FFNN-subtrees		1.7199692	4.5897190000000005	14.22241
8	real-subtrees	0.969111940083884	1.97755200114107	4.7202067967406	18.3465213657537
8	real	0.969111940083884	1.97755200114107	4.7202067967406	18.3465213657537
8	CNN-subtrees		1.6700504	5.071248000000001	13.027476
8	FFNN		1.9829441000000003	5.6206040612388595	14.6587009872838
9	BEAST2		1.13061629938281	6.30373759832718	25.608418821858695
9	CNN-subtrees		1.0931683	6.315325	26.478306
9	real-subtrees	0.488340826384015	1.18040544994298	6.04629817569697	24.8912650642141
9	real	0.488340826384015	1.18040544994298	6.04629817569697	24.8912650642141
9	CNN		1.0792652	6.99506063733676	24.8695492392528
9	FFNN		1.0792652	6.99506063733676	24.8695492392528
9	FFNN-subtrees		1.0929742	7.040537400000001	25.873089999999998
10	CNN-subtrees		2.1457624	8.554652	11.563326
10	real	0.097229373886524	2.2674253628172902	9.542159842085098	12.220976398606801
10	BEAST2		2.1555054492627503	9.51997196129421	11.723273832416599
10	FFNN-subtrees		2.247983	9.120716	12.263829
10	real-subtrees	0.097229373886524	2.2674253628172902	9.542159842085098	12.220976398606801
10	CNN		2.2834632000000004	9.96530156025031	11.955006051421002
10	FFNN		2.2834632000000004	9.96530156025031	11.955006051421002
11	BEAST2		3.91580237602206	7.3571442474348405	5.356792119128981
11	CNN		4.063081700000001	7.07055641342872	5.72624668341071
11	CNN-subtrees		3.9320023	7.105453999999999	4.32305
11	FFNN		4.063081700000001	7.07055641342872	5.72624668341071
11	real	0.9794623100045532	4.56919357228227	8.59893534439089	5.65168750145494
11	real-subtrees	0.9794623100045532	4.56919357228227	8.59893534439089	5.65168750145494
11	FFNN-subtrees		3.8970442000000003	6.921840700000001	4.782223999999999
12	CNN		2.1845284	1.80855726966732	0.880473751746328
12	FFNN		2.1845284	1.80855726966732	0.880473751746328
12	real	0.859900914773923	2.2585479965509	1.80470002750226	0.992186161376722
12	real-subtrees	0.859900914773923	2.2585479965509	1.80470002750226	0.992186161376722
12	BEAST2		2.18634627254691	1.8456003346767	0.871544142491485
12	CNN-subtrees		2.2079053	1.8813943	0.8098736999999999
12	FFNN-subtrees		2.3475847	1.9894767	0.80262715
13	FFNN-subtrees		2.7472425	9.018867	14.515541
13	CNN		2.990968	8.78683223604618	17.508659707891198
13	CNN-subtrees		2.7088914	8.884195	14.44994
13	BEAST2		2.88097403247177	8.996083542105731	16.5195536588657
13	FFNN		2.990968	8.78683223604618	17.508659707891198
13	real-subtrees	0.82375001633051	3.2787066250248	9.47698129018983	18.046665397648106
13	real	0.82375001633051	3.2787066250248	9.47698129018983	18.046665397648106
14	FFNN-subtrees		2.396435	7.694493	6.1460915
14	real-subtrees	0.014676794147326	2.3771992733411	8.10354452399305	6.077078517359822
14	BEAST2		2.0999267380245104	8.67179441050829	3.85446351682514
14	real	0.014676794147326	2.3771992733411	8.10354452399305	6.077078517359822
14	CNN		2.146707	6.145314311702111	5.01052839719033
14	FFNN		2.146707	6.145314311702111	5.01052839719033
14	CNN-subtrees		2.2034540000000002	7.289384399999999	3.7629629999999996
15	real-subtrees	0.025057708098227	3.85206131224802	3.34186576530052	7.1937893590756214
15	BEAST2		3.5002269647412003	3.0214274692433305	6.76179776576797
15	real	0.025057708098227	3.85206131224802	3.34186576530052	7.1937893590756214
15	CNN-subtrees		3.7594682999999995	3.0038702	6.7291183000000006
15	CNN		3.1908498	2.86503606373179	5.669787809406049
15	FFNN		3.1908498	2.86503606373179	5.669787809406049
15	FFNN-subtrees		3.8351026	3.327293	5.8664966
16	FFNN		3.2122936	1.67991161376625	6.08279749039012
16	BEAST2		3.1479616656552003	1.9931422565438799	5.25956252641521
16	real	0.129623054853193	3.9949479425893	1.79149065871374	7.38398069737347
16	CNN-subtrees		3.3804442999999997	1.9279269	5.807358
16	CNN		3.2122936	1.67991161376625	6.08279749039012
16	FFNN-subtrees		3.46909	1.9606824	6.185134400000001
16	real-subtrees	0.129623054853193	3.9949479425893	1.79149065871374	7.38398069737347
17	FFNN-subtrees		1.5745111999999999	8.833234	22.892588
17	BEAST2		1.5521469839373	9.21894792856487	19.603666489847697
17	CNN-subtrees		1.5184908000000001	9.3083935	21.311487
17	real-subtrees	0.758180898887686	1.67504542234068	9.408068157617633	21.790845559297104
17	CNN		1.6062517	9.512003606306608	19.452453336457502
17	real	0.758180898887686	1.67504542234068	9.408068157617633	21.790845559297104
17	FFNN		1.6062517	9.512003606306608	19.452453336457502
18	real-subtrees	0.638127425862025	3.35014910331084	2.8506096825024505	8.739977543098709
18	real	0.638127425862025	3.35014910331084	2.8506096825024505	8.739977543098709
18	FFNN-subtrees		3.3730263999999996	2.4414344	9.957713
18	CNN		3.1046967999999997	2.48209805824693	9.15840539046265
18	CNN-subtrees		3.3104712999999997	2.3348307999999998	10.109817999999999
18	FFNN		3.1046967999999997	2.48209805824693	9.15840539046265
18	BEAST2		2.23848651093174	9.62964735933245	0.20839737197247896
19	FFNN-subtrees		3.4283638	5.003478	14.657012
19	CNN		3.4658208	4.6242297586089505	16.9563364169565
19	real	0.5576676637930279	4.38306193150078	5.97037742114318	15.8028742621907
19	FFNN		3.4658208	4.6242297586089505	16.9563364169565
19	CNN-subtrees		3.2504447	4.5261087	14.5729475
19	BEAST2		3.74885646323344	5.37020853722513	15.0472603555764
19	real-subtrees	0.5576676637930279	4.38306193150078	5.97037742114318	15.8028742621907
20	CNN		2.2830357999999995	5.44918994283507	18.1143206345778
20	real-subtrees	0.5988352752009151	2.23882941248729	4.68487788135906	20.1502523773989
20	CNN-subtrees		1.825953	5.3893757	15.682068
20	FFNN-subtrees		2.0166942999999997	4.757885	18.534147
20	FFNN		2.2830357999999995	5.44918994283507	18.1143206345778
20	real	0.5988352752009151	2.23882941248729	4.68487788135906	20.1502523773989
20	BEAST2		2.21100643657002	4.98901397836259	18.157769769932802
21	BEAST2		3.92361615118994	8.705334661975911	24.1626661112329
21	FFNN-subtrees		4.109653	9.40146	22.599491
21	CNN-subtrees		4.138145	9.318089500000001	22.585289000000003
21	FFNN		3.7518510000000003	9.241691240056038	20.630866018933002
21	real-subtrees	0.23075669136252305	4.84630092843636	8.57823430254331	33.9322694028504
21	real	0.23075669136252305	4.84630092843636	8.57823430254331	33.9322694028504
21	CNN		3.7518510000000003	9.241691240056038	20.630866018933002
22	FFNN		1.1773236	4.08328190808553	3.1467149424991203
22	real	0.360060548741338	1.15322918801059	6.06706834696025	1.50727662168014
22	BEAST2		1.21710802795206	7.034030931747839	0.508292087513434
22	CNN		1.1773236	4.08328190808553	3.1467149424991203
22	FFNN-subtrees		1.1883708	4.9349074	2.0908768
22	real-subtrees	0.360060548741338	1.15322918801059	6.06706834696025	1.50727662168014
22	CNN-subtrees		1.158412	4.282285	2.8969737999999996
23	CNN-subtrees		3.4910437999999995	7.666181	26.116808
23	real-subtrees	0.359062840569089	4.0298254642134905	8.61847006257589	31.702659014339694
23	real	0.359062840569089	4.0298254642134905	8.61847006257589	31.702659014339694
23	FFNN		3.5834637000000003	7.4044183838534705	28.8263721347367
23	BEAST2		3.61129734663827	7.3567256394940195	29.8137295218279
23	CNN		3.5834637000000003	7.4044183838534705	28.8263721347367
23	FFNN-subtrees		3.1325107000000005	7.5249896	24.965694
24	CNN-subtrees		3.6257453	4.4689364000000005	5.702268599999999
24	FFNN-subtrees		4.074942	4.3849525	6.330483
24	CNN		4.0908723	5.53851634532792	4.851217324464231
24	BEAST2		4.40997888163798	5.58987139474563	5.091083084523481
24	real	0.7447356683104871	3.96924042504782	5.741129579712732	4.1433916364608105
24	real-subtrees	0.7447356683104871	3.96924042504782	5.741129579712732	4.1433916364608105
24	FFNN		4.0908723	5.53851634532792	4.851217324464231
25	CNN		1.1458127	5.457505726521701	8.80624382259594
25	BEAST2		1.16164996045287	4.876297124047639	9.35045903817537
25	FFNN		1.1458127	5.457505726521701	8.80624382259594
25	CNN-subtrees		1.1368121	4.144194000000001	9.284475
25	real-subtrees	0.305363243821061	1.14050229224415	5.70262350311393	8.18360677598547
25	real	0.305363243821061	1.14050229224415	5.70262350311393	8.18360677598547
25	FFNN-subtrees		1.1961598	4.622255	9.156081
26	CNN-subtrees		2.4633176	4.948762400000001	13.923542999999999
26	real	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476096
26	FFNN-subtrees		2.3403993	5.912888	11.286744
26	CNN		2.4588354	5.187188026912231	12.5153262415165
26	FFNN		2.4588354	5.187188026912231	12.5153262415165
26	real-subtrees	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476096
26	BEAST2		2.38028314336654	5.16823504686124	12.0295994268102
27	CNN		1.8416622	6.80799091935947	9.787208451936891
27	BEAST2		1.9055491716461	7.552066930750929	10.1110313262254
27	FFNN		1.8416622	6.80799091935947	9.787208451936891
27	FFNN-subtrees		2.0503874	5.904200599999999	13.585107999999998
27	CNN-subtrees		1.9783490000000001	5.851956400000001	13.347509
27	real	0.05227976387643	2.01054887873158	8.23266690239892	9.85695683057168
27	real-subtrees	0.05227976387643	2.01054887873158	8.23266690239892	9.85695683057168
28	BEAST2		3.8487197216573	4.8699591455773605	9.143830222278869
28	real	0.611773575618017	2.9959329963935697	5.109194842728192	6.2192864554992315
28	FFNN-subtrees		4.147787	4.7532926	10.313149000000001
28	real-subtrees	0.611773575618017	2.9959329963935697	5.109194842728192	6.2192864554992315
28	CNN-subtrees		3.825918	4.3566769999999995	10.514732
28	FFNN		3.8949992999999994	4.603326505746709	9.892100476495802
28	CNN		3.8949992999999994	4.603326505746709	9.892100476495802
29	real-subtrees	0.158022100106939	3.05616761536964	7.48664516109171	33.3288729984297
29	BEAST2		2.78914210101881	7.421570504460111	32.8020776532969
29	CNN		2.8424462999999998	7.795467745616451	32.1668939671663
29	CNN-subtrees		2.6985197	7.349008	31.115698
29	real	0.158022100106939	3.05616761536964	7.48664516109171	33.3288729984297
29	FFNN		2.8424462999999998	7.795467745616451	32.1668939671663
29	FFNN-subtrees		2.7838912000000002	7.9591117	30.584806
30	CNN-subtrees		1.4937572000000001	1.2781533999999999	5.14509
30	FFNN		1.5217358	1.30321187277778	5.24800559917354
30	real	0.600737301602517	1.72017666453168	1.3904637788918	5.198780985185599
30	BEAST2		1.4397515234705502	6.0260443879078	0.208998651643385
30	CNN		1.5217358	1.30321187277778	5.24800559917354
30	real-subtrees	0.600737301602517	1.72017666453168	1.3904637788918	5.198780985185599
30	FFNN-subtrees		1.5867699	1.2602483	5.4573517
31	BEAST2		2.8760596537316094	9.619380122192132	0.209746116309136
31	FFNN		3.9803328999999996	2.97689795659171	7.29499150139358
31	real	0.8219365221323579	4.83352257416964	3.60292218047322	7.090688112857809
31	FFNN-subtrees		3.5911827000000005	3.002009	6.561488000000001
31	CNN		3.9803328999999996	2.97689795659171	7.29499150139358
31	CNN-subtrees		3.5202067	2.6400435	7.458408400000001
31	real-subtrees	0.8219365221323579	4.83352257416964	3.60292218047322	7.090688112857809
32	FFNN		1.68367	1.8317516557440001	4.01219981191388
32	FFNN-subtrees		1.7638894	2.1988406000000005	3.4751034
32	CNN-subtrees		1.78561	1.7758237000000001	4.1911926
32	real-subtrees	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	real	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	CNN		1.68367	1.8317516557440001	4.01219981191388
32	BEAST2		1.7079832315617098	2.01620626247021	3.8756463516737902
33	CNN-subtrees		4.0089684000000005	2.45819	8.251876
33	CNN		3.6386453999999997	2.32078461968956	7.54508906920597
33	real	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	real-subtrees	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	FFNN-subtrees		3.7605748	2.5304961	7.606426700000001
33	BEAST2		3.33063533616095	2.3968633800665198	6.76772722662284
33	FFNN		3.6386453999999997	2.32078461968956	7.54508906920597
34	CNN		1.1435363	4.3511067884655	4.770696501869501
34	real-subtrees	0.931273334593158	1.01487423149525	3.76321413276263	5.59779217084995
34	FFNN-subtrees		1.2456336000000001	3.6169555	6.597208999999999
34	FFNN		1.1435363	4.3511067884655	4.770696501869501
34	BEAST2		1.23157182770684	4.16201811661835	5.22395317293346
34	real	0.931273334593158	1.01487423149525	3.76321413276263	5.59779217084995
34	CNN-subtrees		1.2454778999999998	3.6002237999999998	6.496218700000001
35	BEAST2		1.5315879665313	7.647333990282941	11.4955640835072
35	real	0.350139560960445	1.49083594837275	8.31526735909764	9.797076646017231
35	FFNN-subtrees		1.4104091	8.128766	8.660647
35	FFNN		1.4963737	8.07907350880414	10.7222358993445
35	CNN-subtrees		1.4158077	8.729018	8.376266000000001
35	CNN		1.4963737	8.07907350880414	10.7222358993445
35	real-subtrees	0.350139560960445	1.49083594837275	8.31526735909764	9.797076646017231
36	FFNN		3.2360352999999997	7.22576731774296	16.3677725226176
36	real	0.344795403114044	3.93105259210447	8.881937125846449	19.120369433643894
36	real-subtrees	0.344795403114044	3.93105259210447	8.881937125846449	19.120369433643894
36	BEAST2		3.3438802689935696	7.80735870375983	16.6469129144511
36	CNN		3.2360352999999997	7.22576731774296	16.3677725226176
36	CNN-subtrees		3.7963536	7.1933727	19.05829
36	FFNN-subtrees		3.7453693999999995	7.1645117	19.678541
37	real	0.501978464893768	1.3742650754093502	5.0642598963171785	4.42532693694412
37	CNN		1.3732386	5.18245168284938	4.3799777332768794
37	FFNN		1.3732386	5.18245168284938	4.3799777332768794
37	CNN-subtrees		1.3911972	4.4959517	5.653168
37	FFNN-subtrees		1.3568375	5.214928	4.658681
37	BEAST2		1.38906632095728	5.02723374484888	4.66673827383043
37	real-subtrees	0.501978464893768	1.3742650754093502	5.0642598963171785	4.42532693694412
38	CNN-subtrees		2.3690342999999996	4.3219237	17.930296
38	FFNN-subtrees		2.5908136	4.314471	18.933526999999998
38	real	0.6273096415059279	3.07727365292248	4.79475713949371	19.9546589141951
38	BEAST2		3.0546866129297996	4.36383507210278	20.6246648662064
38	real-subtrees	0.6273096415059279	3.07727365292248	4.79475713949371	19.9546589141951
38	FFNN		2.5455105	4.38237106754862	18.3779596103218
38	CNN		2.5455105	4.38237106754862	18.3779596103218
39	FFNN		1.5504229999999999	9.11943242431342	37.1333097084846
39	FFNN-subtrees		2.0354185	9.757261999999999	38.562996000000005
39	real-subtrees	0.9395324424236692	1.57146328585449	9.00104682996095	40.278398416515294
39	CNN		1.5504229999999999	9.11943242431342	37.1333097084846
39	BEAST2		1.5159351621708999	8.9371448334044	36.917813957128
39	CNN-subtrees		2.101665	9.890724	37.795759999999994
39	real	0.9395324424236692	1.57146328585449	9.00104682996095	40.278398416515294
40	real	0.629964716453568	4.15494070501744	8.42586425725603	9.89966373192251
40	BEAST2		3.8105625165773795	7.2265760829363295	10.6605422049455
40	real-subtrees	0.629964716453568	4.15494070501744	8.42586425725603	9.89966373192251
40	FFNN		3.8622763	6.59247856652714	11.952322053357802
40	FFNN-subtrees		3.7226691	5.74089	13.348479000000001
40	CNN-subtrees		3.5858722000000003	6.3437557	11.661588
40	CNN		3.8622763	6.59247856652714	11.952322053357802
41	BEAST2		4.41479505353634	1.08529031908838	5.58455917792758
41	CNN		4.068155	1.1686697445046899	4.8017551355888
41	FFNN		4.068155	1.1686697445046899	4.8017551355888
41	real-subtrees	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
41	FFNN-subtrees		4.139589	1.2165513000000001	4.872765
41	CNN-subtrees		3.9343626000000005	1.2169693000000001	4.4591303
41	real	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
42	CNN-subtrees		4.101159	1.592441	3.4196123999999997
42	BEAST2		4.02565436852247	1.54542541084519	3.66795796260149
42	FFNN-subtrees		4.146007	1.6378844	3.4837875
42	real	0.279079521428259	4.5466895597653405	1.57023406761289	4.05503296613634
42	FFNN		4.3742166	1.5391203182832398	3.8652718833588797
42	CNN		4.3742166	1.5391203182832398	3.8652718833588797
42	real-subtrees	0.279079521428259	4.5466895597653405	1.57023406761289	4.05503296613634
43	real	0.776957855461345	4.80629529834599	9.42142780554648	39.83771800058121
43	CNN-subtrees		3.4792587999999998	8.023398	34.354458
43	real-subtrees	0.776957855461345	4.80629529834599	9.42142780554648	39.83771800058121
43	FFNN		4.1944594	8.72705209130087	40.473089708679
43	CNN		4.1944594	8.72705209130087	40.473089708679
43	BEAST2		4.4807965220798796	7.825716704481571	45.429977831367395
43	FFNN-subtrees		3.7835373999999997	8.230431	37.075726
44	CNN-subtrees		2.7575998	1.5494378999999998	0.87258905
44	FFNN-subtrees		3.0172873	1.5313383	1.0031870999999999
44	BEAST2		2.43841274907955	1.3667327825331	0.9001421736271908
44	FFNN		2.4642124	1.3156327107819599	0.9351478430761999
44	CNN		2.4642124	1.3156327107819599	0.9351478430761999
44	real	0.8341353021594431	2.4445386604725297	1.17593932653749	0.983107476013022
44	real-subtrees	0.8341353021594431	2.4445386604725297	1.17593932653749	0.983107476013022
45	real-subtrees	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	BEAST2		4.57660457922556	8.59667033890828	3.0642564944073905
45	FFNN		4.5448794	8.24668720452696	2.85068208693692
45	real	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	FFNN-subtrees		4.783862	7.704967999999999	3.4573355
45	CNN-subtrees		4.7074957	6.979848	3.925414
45	CNN		4.5448794	8.24668720452696	2.85068208693692
46	real-subtrees	0.539501293138565	2.23886091636104	3.83566473414944	1.96570680900873
46	CNN		2.2066202	3.8974368286342798	1.7688614238324698
46	FFNN-subtrees		2.0591197	3.6297705000000002	1.9536183999999996
46	BEAST2		2.29211999764565	4.303658093977971	1.6282574619319998
46	real	0.539501293138565	2.23886091636104	3.83566473414944	1.96570680900873
46	CNN-subtrees		1.9799752	4.0464826	1.4661591999999999
46	FFNN		2.2066202	3.8974368286342798	1.7688614238324698
47	FFNN-subtrees		2.2050528999999996	5.969736	4.5022283
47	CNN		2.2322992999999998	5.6008747901317895	5.374820631120759
47	real-subtrees	0.434385290645901	2.22277830859191	5.752676712336661	4.61600262271279
47	CNN-subtrees		2.11637	5.0377126	5.1800013
47	BEAST2		2.2582943005339704	6.34561410355842	4.6318665299355795
47	real	0.434385290645901	2.22277830859191	5.752676712336661	4.61600262271279
47	FFNN		2.2322992999999998	5.6008747901317895	5.374820631120759
48	BEAST2		3.45743901320247	3.8721125202975397	16.866314209940697
48	FFNN		3.3031059999999997	4.079384096644991	15.8828490987396
48	FFNN-subtrees		3.0943970000000003	4.3212824	13.263962
48	real	0.566260800361252	4.05565609960046	4.59774369860301	17.3380303847144
48	CNN-subtrees		3.1165847999999996	4.146387600000001	13.672123000000001
48	CNN		3.3031059999999997	4.079384096644991	15.8828490987396
48	real-subtrees	0.566260800361252	4.05565609960046	4.59774369860301	17.3380303847144
49	FFNN-subtrees		1.4514200000000002	8.616764	23.040267999999998
49	FFNN		1.4276857	8.45246784118263	21.6175109497271
49	CNN-subtrees		1.4131383999999998	8.463826	22.099106
49	CNN		1.4276857	8.45246784118263	21.6175109497271
49	real	0.257488166109756	1.38279094301121	8.25984993600249	22.0417235655544
49	BEAST2		1.4319849795674	7.873519758342099	22.7561794727896
49	real-subtrees	0.257488166109756	1.38279094301121	8.25984993600249	22.0417235655544
50	real	0.28866648045017795	1.19204012687899	1.8394465602146897	7.2323203353165315
50	CNN-subtrees		1.1106527	1.8723501	8.051716
50	BEAST2		1.1511080909339	9.54028818789641	0.20921616469765
50	real-subtrees	0.28866648045017795	1.19204012687899	1.8394465602146897	7.2323203353165315
50	FFNN		1.1521845	1.7808117184423402	8.10464147489408
50	CNN		1.1521845	1.7808117184423402	8.10464147489408
50	FFNN-subtrees		1.1025902	1.8761889999999999	7.927477400000001
51	real-subtrees	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	FFNN		2.5568642999999995	1.80479178455336	3.9822265546548397
51	CNN		2.5568642999999995	1.80479178455336	3.9822265546548397
51	real	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	FFNN-subtrees		2.8964095000000003	1.5812153999999998	4.908529
51	CNN-subtrees		2.629508	1.6799113999999997	4.2559485
51	BEAST2		2.8782908833454	1.73921108049746	4.690371703481969
52	CNN-subtrees		3.2298422	3.720453	4.954359999999999
52	BEAST2		3.82017377004859	4.08997305952303	6.7459980724334505
52	FFNN-subtrees		3.3478646	3.6158316	5.909117
52	real	0.06056769338979099	4.27641779593199	4.6382280649679295	6.33109710938554
52	real-subtrees	0.06056769338979099	4.27641779593199	4.6382280649679295	6.33109710938554
52	CNN		3.5558254999999996	3.95467599468553	6.066549621070269
52	FFNN		3.5558254999999996	3.95467599468553	6.066549621070269
53	CNN-subtrees		4.618062999999999	9.25625	5.1888312999999995
53	real	0.117591641176865	4.35271400703464	7.75783270825485	7.26935607694258
53	FFNN-subtrees		4.584186	7.8174304999999995	7.2667399999999995
53	real-subtrees	0.117591641176865	4.35271400703464	7.75783270825485	7.26935607694258
53	FFNN		4.404443700000001	8.10279710626168	6.54215164714302
53	BEAST2		4.63995251584502	7.4190681942164405	8.35669474466093
53	CNN		4.404443700000001	8.10279710626168	6.54215164714302
54	FFNN-subtrees		1.9290223999999998	6.9972606	12.208407000000001
54	BEAST2		2.0663020704491397	7.6389453215615495	10.7624136227251
54	CNN		2.0303292	7.623170730005961	10.692307713349802
54	CNN-subtrees		1.9612798999999999	6.043235	14.032009
54	real-subtrees	0.571322235379891	1.9749805222978705	6.95358021316218	11.2720391262409
54	real	0.571322235379891	1.9749805222978705	6.95358021316218	11.2720391262409
54	FFNN		2.0303292	7.623170730005961	10.692307713349802
55	BEAST2		4.62994850210196	2.15916319850666	3.35583826793136
55	real	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	CNN		4.581233	2.2713081575580096	3.06932069219082
55	real-subtrees	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	CNN-subtrees		4.510326	2.1198037	2.8842106
55	FFNN-subtrees		4.5562825	2.3094723	2.7628465
55	FFNN		4.581233	2.2713081575580096	3.06932069219082
56	FFNN-subtrees		1.575825	7.3451004	21.782170999999998
56	real-subtrees	0.06207959311582401	1.54557110208534	8.4706660782534	19.2260019225785
56	CNN		1.570857	9.98634407375252	17.8337857885281
56	BEAST2		1.5480556416639097	8.85765851910056	19.730526583308002
56	FFNN		1.570857	9.98634407375252	17.8337857885281
56	CNN-subtrees		1.5442977	8.48895	18.639584
56	real	0.06207959311582401	1.54557110208534	8.4706660782534	19.2260019225785
57	real	0.219527252953044	4.05290603811312	5.1933479085512815	8.14385438762776
57	CNN		4.7057734	5.67937824174816	8.39132882222909
57	FFNN		4.7057734	5.67937824174816	8.39132882222909
57	real-subtrees	0.219527252953044	4.05290603811312	5.1933479085512815	8.14385438762776
57	FFNN-subtrees		4.4034805	4.674447	9.371672
57	BEAST2		4.5944062060578705	5.478446672226469	8.73684369021725
57	CNN-subtrees		4.1148242999999995	6.3059187	5.5190444
58	real-subtrees	0.331334667592652	1.8210565986674896	5.1841243890638	1.09452613528114
58	real	0.331334667592652	1.8210565986674896	5.1841243890638	1.09452613528114
58	BEAST2		1.7035837928131898	5.0303185913008495	0.8672007257361322
58	FFNN		1.6781735	4.54661412800267	1.23423095831505
58	CNN		1.6781735	4.54661412800267	1.23423095831505
58	FFNN-subtrees		1.7727991	3.9377224	1.5311185
58	CNN-subtrees		1.8040133000000003	4.1415443	1.3037828000000002
59	FFNN-subtrees		2.9344115	1.5429294	6.5293
59	FFNN		3.0179534	1.9295654679469498	6.04992192638113
59	CNN		3.0179534	1.9295654679469498	6.04992192638113
59	CNN-subtrees		2.7884605	1.4848527	6.417049400000001
59	BEAST2		2.4446718085013903	7.31775106460186	0.20731964493167498
59	real	0.63595888224514	3.33964334277251	1.96657819449216	5.2546910677685394
59	real-subtrees	0.63595888224514	3.33964334277251	1.96657819449216	5.2546910677685394
